[2025-12-27 23:30:23.133] [INFO] [RobustDebugger] Log file initialized
[2025-12-27 23:30:23.182] [INFO] [RobustDebugger] Debugger initialized successfully
[2025-12-27 23:30:23.184] [INFO] [RobustDebugger] Log file: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_debug.log
[2025-12-27 23:30:23.185] [INFO] [RobustDebugger] Error log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_errors.log
[2025-12-27 23:30:23.186] [INFO] [RobustDebugger] Performance log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_performance.log
[2025-12-27 23:30:23.187] [INFO] [ESPManager] Starting basic ESP with debugger...
[2025-12-27 23:30:23.213] [INFO] [GameState] Game State: GameManager exists, GameStarted=True
[2025-12-27 23:30:23.644] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233023.txt
[2025-12-27 23:30:25.505] [DEBUG] [CameraLogger] Camera Found: Camera active=True, pos=(15.2, 3.8, -0.4), fov=58.0
[2025-12-27 23:30:25.507] [INFO] [ESPManager] Camera found and initialized
[2025-12-27 23:30:26.014] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.515] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.516] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.517] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.518] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.521] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.522] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.523] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.524] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.525] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.540] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.542] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.542] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.543] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.544] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.548] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.549] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.550] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.552] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.553] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.571] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.572] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.573] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.575] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.576] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.580] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.581] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.582] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.583] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.584] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.599] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.600] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.602] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.603] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.604] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.607] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.608] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.609] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.610] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.611] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.626] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.627] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.628] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.629] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.630] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.634] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.635] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.636] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.638] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.639] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.656] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.657] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.658] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.659] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.661] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.664] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.665] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.666] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.667] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.669] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.689] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.690] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.692] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.693] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.694] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.697] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.698] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.699] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.700] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.701] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.718] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.720] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.722] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.722] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.723] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.726] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.727] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.728] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.729] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.730] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.737] [DEBUG] [FrameLogger] Frame 360, FPS: Infinity, ESP=True, Menu=True, CacheAge=0.00s
[2025-12-27 23:30:49.748] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.751] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.752] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.754] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.755] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.759] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.760] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.762] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.763] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.764] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.784] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.785] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.787] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.788] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.789] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.792] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.793] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.794] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.795] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.796] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.810] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.812] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.813] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.814] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.815] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.818] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.819] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.820] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.822] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.823] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.841] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.843] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.844] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.845] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.846] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.850] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.852] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.853] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.854] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.856] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.874] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.875] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.876] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.878] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.879] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.883] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.885] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.887] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.888] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.890] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.909] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.910] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.911] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.912] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.914] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.918] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.920] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.921] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.923] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.924] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.941] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.942] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.943] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.944] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.945] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.948] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.950] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.952] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.954] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.955] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.976] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.977] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.978] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.979] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.980] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:49.985] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:49.987] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:49.989] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:49.990] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:49.992] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.010] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.012] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.013] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.014] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.015] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.019] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.022] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.024] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.026] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.028] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.045] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.047] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.048] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.048] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.050] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.055] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.056] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.058] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.059] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.060] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.079] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.080] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.081] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.082] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.083] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.087] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.088] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.089] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.091] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:50.092] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:50.110] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:50.111] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:50.111] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:50.113] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
